"","Date","xpr_price","nasdaq_price","xpr_change","nasdaq_change","xpr_status","nasdaq_status","xpr_perc","nasdaq_perc"
"921",2020-06-15,0.19241,9726.02,1.99999999999922e-05,-169.85,"Decreased","Increased",0.01,-1.716
"922",2020-06-12,0.19304,9588.81,0.000629999999999992,-137.210000000001,"Decreased","Increased",0.327,-1.411
"923",2020-06-11,0.18838,9492.73,-0.00466,-96.0799999999999,"Increased","Increased",-2.414,-1.002
"924",2020-06-10,0.2027,10020.35,0.01432,527.620000000001,"Decreased","Decreased",7.602,5.558
"925",2020-06-09,0.20133,9953.75,-0.00136999999999998,-66.6000000000004,"Increased","Increased",-0.676,-0.665
"926",2020-06-08,0.20408,9924.74,0.00275,-29.0100000000002,"Decreased","Increased",1.366,-0.291
"927",2020-06-05,0.20282,9814.08,-0.00126000000000001,-110.66,"Increased","Increased",-0.617,-1.115
"928",2020-06-04,0.20438,9615.81,0.00156000000000001,-198.27,"Decreased","Increased",0.769,-2.02
"929",2020-06-03,0.20411,9682.91,-0.000269999999999992,67.1000000000004,"Increased","Decreased",-0.132,0.698
"930",2020-06-02,0.20317,9608.37,-0.000940000000000024,-74.5399999999991,"Increased","Increased",-0.461,-0.77
"931",2020-06-01,0.2109,9552.05,0.00773000000000001,-56.3200000000015,"Decreased","Increased",3.805,-0.586
"932",2020-05-29,0.19758,9489.87,-0.01332,-62.1799999999985,"Increased","Increased",-6.316,-0.651
"933",2020-05-28,0.20046,9368.99,0.00287999999999999,-120.880000000001,"Decreased","Increased",1.458,-1.274
"934",2020-05-27,0.19797,9412.36,-0.00248999999999999,43.3700000000008,"Increased","Decreased",-1.242,0.463
"935",2020-05-26,0.19374,9340.22,-0.00423000000000001,-72.1400000000012,"Increased","Increased",-2.137,-0.766
"936",2020-05-22,0.20036,9324.59,0.00662000000000001,-15.6299999999992,"Decreased","Increased",3.417,-0.167
"937",2020-05-21,0.1943,9284.88,-0.00606000000000001,-39.7100000000009,"Increased","Increased",-3.025,-0.426
"938",2020-05-20,0.20176,9375.78,0.00745999999999999,90.9000000000015,"Decreased","Decreased",3.839,0.979
"939",2020-05-19,0.20496,9185.1,0.00320000000000001,-190.68,"Decreased","Increased",1.586,-2.034
"940",2020-05-18,0.20539,9234.83,0.000429999999999986,49.7299999999996,"Decreased","Decreased",0.21,0.541
"941",2020-05-15,0.19809,9014.56,-0.0073,-220.27,"Increased","Increased",-3.554,-2.385
"942",2020-05-14,0.204,8943.72,0.00591,-70.8400000000001,"Decreased","Increased",2.983,-0.786
"943",2020-05-13,0.20171,8863.17,-0.00228999999999999,-80.5499999999993,"Increased","Increased",-1.123,-0.901
"944",2020-05-12,0.197,9002.55,-0.00470999999999999,139.379999999999,"Increased","Decreased",-2.335,1.573
"945",2020-05-11,0.19283,9192.34,-0.00417000000000001,189.790000000001,"Increased","Decreased",-2.117,2.108
"946",2020-05-08,0.21869,9121.32,0.02586,-71.0200000000004,"Decreased","Increased",13.411,-0.773
"947",2020-05-07,0.2186,8979.66,-9.00000000000067e-05,-141.66,"Increased","Increased",-0.041,-1.553
"948",2020-05-06,0.21181,8854.39,-0.00678999999999999,-125.27,"Increased","Increased",-3.106,-1.395
"949",2020-05-05,0.21695,8809.12,0.00514000000000001,-45.2699999999986,"Decreased","Increased",2.427,-0.511
"950",2020-05-04,0.218,8710.71,0.00105,-98.4100000000017,"Decreased","Increased",0.484,-1.117
"951",2020-05-01,0.21782,8604.95,-0.000179999999999986,-105.759999999998,"Increased","Increased",-0.083,-1.214
"952",2020-04-30,0.21145,8889.55,-0.00637000000000001,284.599999999999,"Increased","Decreased",-2.924,3.307
"953",2020-04-29,0.22642,8914.71,0.01497,25.1599999999999,"Decreased","Decreased",7.08,0.283
"954",2020-04-28,0.21453,8607.73,-0.01189,-306.98,"Increased","Increased",-5.251,-3.444
"955",2020-04-27,0.1975,8730.16,-0.01703,122.43,"Increased","Decreased",-7.938,1.422
"956",2020-04-24,0.19314,8634.52,-0.00436,-95.6399999999994,"Increased","Increased",-2.208,-1.096
"957",2020-04-23,0.19259,8494.75,-0.000549999999999995,-139.77,"Increased","Increased",-0.285,-1.619
"958",2020-04-22,0.18804,8495.38,-0.00455,0.6299999999992,"Increased","Decreased",-2.363,0.007
"959",2020-04-21,0.18351,8263.23,-0.00453000000000001,-232.15,"Increased","Increased",-2.409,-2.733
"960",2020-04-20,0.18175,8560.73,-0.00176000000000001,297.5,"Increased","Decreased",-0.959,3.6
"961",2020-04-17,0.18869,8650.14,0.00694,89.4099999999999,"Decreased","Decreased",3.818,1.044
"962",2020-04-16,0.19052,8532.36,0.00183,-117.779999999999,"Decreased","Increased",0.97,-1.362
"963",2020-04-15,0.18058,8393.18,-0.00994,-139.18,"Increased","Increased",-5.217,-1.631
"964",2020-04-14,0.18613,8515.74,0.00555,122.559999999999,"Decreased","Decreased",3.073,1.46
"965",2020-04-13,0.1877,8192.42,0.00157000000000002,-323.32,"Decreased","Increased",0.843,-3.797
"966",2020-04-09,0.1983,8153.58,0.0106,-38.8400000000001,"Decreased","Increased",5.647,-0.474
"967",2020-04-08,0.20192,8090.9,0.00361999999999998,-62.6800000000003,"Decreased","Increased",1.826,-0.769
"968",2020-04-07,0.19287,7887.26,-0.00904999999999997,-203.639999999999,"Increased","Increased",-4.482,-2.517
"969",2020-04-06,0.19805,7913.24,0.00517999999999999,25.9799999999996,"Decreased","Decreased",2.686,0.329
"970",2020-04-03,0.17952,7373.08,-0.01853,-540.16,"Increased","Increased",-9.356,-6.826
"971",2020-04-02,0.1784,7487.31,-0.00112000000000001,114.23,"Increased","Decreased",-0.624,1.549
"972",2020-04-01,0.17498,7360.58,-0.00342000000000001,-126.73,"Increased","Increased",-1.917,-1.693
"973",2020-03-31,0.17365,7700.1,-0.00133,339.52,"Increased","Decreased",-0.76,4.613
"974",2020-03-30,0.17113,7774.15,-0.00251999999999999,74.0499999999993,"Increased","Decreased",-1.451,0.962
"975",2020-03-27,0.17286,7502.38,0.00173000000000001,-271.77,"Decreased","Increased",1.011,-3.496
"976",2020-03-26,0.17599,7797.54,0.00312999999999999,295.16,"Decreased","Decreased",1.811,3.934
"977",2020-03-25,0.16173,7384.3,-0.01426,-413.24,"Increased","Increased",-8.103,-5.3
"978",2020-03-24,0.16236,7417.86,0.000629999999999992,33.5599999999995,"Decreased","Decreased",0.39,0.454
"979",2020-03-23,0.15862,6860.67,-0.00373999999999999,-557.19,"Increased","Increased",-2.304,-7.511
"980",2020-03-20,0.15681,6879.52,-0.00181000000000001,18.8500000000004,"Increased","Decreased",-1.141,0.275
"981",2020-03-19,0.16469,7150.58,0.00788,271.059999999999,"Decreased","Decreased",5.025,3.94
"982",2020-03-18,0.1475,6989.84,-0.01719,-160.74,"Increased","Increased",-10.438,-2.248
"983",2020-03-17,0.14724,7334.78,-0.000259999999999982,344.94,"Increased","Decreased",-0.176,4.935
"984",2020-03-16,0.14093,6904.59,-0.00631000000000001,-430.19,"Increased","Increased",-4.286,-5.865
"985",2020-03-13,0.15882,7874.88,0.01789,970.29,"Decreased","Decreased",12.694,14.053
"986",2020-03-12,0.13604,7201.8,-0.02278,-673.08,"Increased","Increased",-14.343,-8.547
"987",2020-03-11,0.20812,7952.05,0.07208,750.25,"Decreased","Decreased",52.984,10.418
"988",2020-03-10,0.21171,8344.25,0.00359000000000001,392.2,"Decreased","Decreased",1.725,4.932
"989",2020-03-09,0.20961,7950.68,-0.00210000000000002,-393.57,"Increased","Increased",-0.992,-4.717
"990",2020-03-06,0.24475,8575.62,0.03514,624.940000000001,"Decreased","Decreased",16.764,7.86
"991",2020-03-05,0.23917,8738.6,-0.00558,162.98,"Increased","Decreased",-2.28,1.901
"992",2020-03-04,0.23466,9018.09,-0.00450999999999999,279.49,"Increased","Decreased",-1.886,3.198
"993",2020-03-03,0.23424,8684.09,-0.000420000000000004,-334,"Increased","Increased",-0.179,-3.704
"994",2020-03-02,0.2395,8952.16,0.00525999999999999,268.07,"Decreased","Decreased",2.246,3.087
"995",2020-02-28,0.23665,8567.37,-0.00284999999999999,-384.789999999999,"Increased","Increased",-1.19,-4.298
"996",2020-02-27,0.23805,8566.48,0.00140000000000001,-0.890000000001237,"Decreased","Increased",0.592,-0.01
"997",2020-02-26,0.22901,8980.77,-0.00904000000000002,414.290000000001,"Increased","Decreased",-3.798,4.836
"998",2020-02-25,0.25245,8965.61,0.02344,-15.1599999999999,"Decreased","Increased",10.235,-0.169
"999",2020-02-24,0.27025,9221.28,0.0178,255.67,"Decreased","Decreased",7.051,2.852
"1000",2020-02-21,0.27422,9576.59,0.00397000000000003,355.309999999999,"Decreased","Decreased",1.469,3.853
"1001",2020-02-20,0.27114,9750.96,-0.00308000000000003,174.369999999999,"Increased","Decreased",-1.123,1.821
"1002",2020-02-19,0.27518,9817.18,0.00403999999999999,66.2200000000012,"Decreased","Decreased",1.49,0.679
"1003",2020-02-18,0.29801,9732.74,0.02283,-84.4400000000005,"Decreased","Increased",8.296,-0.86
"1004",2020-02-14,0.33587,9731.18,0.03786,-1.55999999999949,"Decreased","Increased",12.704,-0.016
"1005",2020-02-13,0.32731,9711.97,-0.00856000000000001,-19.2100000000009,"Increased","Increased",-2.549,-0.197
"1006",2020-02-12,0.30437,9725.96,-0.02294,13.9899999999998,"Increased","Decreased",-7.009,0.144
"1007",2020-02-11,0.28107,9638.94,-0.0233,-87.0199999999986,"Increased","Increased",-7.655,-0.895
"1008",2020-02-10,0.27348,9628.39,-0.00758999999999999,-10.5500000000011,"Increased","Increased",-2.7,-0.109
"1009",2020-02-07,0.27959,9520.51,0.00611,-107.879999999999,"Decreased","Increased",2.234,-1.12
"1010",2020-02-06,0.28359,9572.15,0.004,51.6399999999994,"Decreased","Decreased",1.431,0.542
"1011",2020-02-05,0.27779,9508.68,-0.00580000000000003,-63.4699999999993,"Increased","Increased",-2.045,-0.663
"1012",2020-02-04,0.26719,9467.97,-0.0106,-40.7100000000009,"Increased","Increased",-3.816,-0.428
"1013",2020-02-03,0.25465,9273.4,-0.01254,-194.57,"Increased","Increased",-4.693,-2.055
"1014",2020-01-31,0.23938,9150.94,-0.01527,-122.459999999999,"Increased","Increased",-5.996,-1.321
"1015",2020-01-30,0.24333,9298.93,0.00394999999999998,147.99,"Decreased","Decreased",1.65,1.617
"1016",2020-01-29,0.23546,9275.16,-0.00786999999999999,-23.7700000000004,"Increased","Increased",-3.234,-0.256
"1017",2020-01-28,0.23921,9269.68,0.00375,-5.47999999999956,"Decreased","Increased",1.593,-0.059
"1018",2020-01-27,0.23086,9139.31,-0.00835,-130.370000000001,"Increased","Increased",-3.491,-1.406
"1019",2020-01-24,0.22217,9314.91,-0.00869,175.6,"Increased","Decreased",-3.764,1.921
"1020",2020-01-23,0.22595,9402.48,0.00378000000000001,87.5699999999997,"Decreased","Decreased",1.701,0.94
"1021",2020-01-22,0.2372,9383.77,0.01125,-18.7099999999991,"Decreased","Increased",4.979,-0.199
"1022",2020-01-21,0.23722,9370.81,1.99999999999922e-05,-12.9600000000009,"Decreased","Increased",0.008,-0.138
"1023",2020-01-17,0.23917,9388.94,0.00195000000000001,18.130000000001,"Decreased","Decreased",0.822,0.193
"1024",2020-01-16,0.22918,9357.13,-0.00999,-31.8100000000013,"Increased","Increased",-4.177,-0.339
"1025",2020-01-15,0.23379,9258.7,0.00461,-98.4299999999985,"Decreased","Increased",2.012,-1.052
"1026",2020-01-14,0.23499,9251.33,0.00120000000000001,-7.3700000000008,"Decreased","Increased",0.513,-0.08
"1027",2020-01-13,0.21141,9273.93,-0.02358,22.6000000000004,"Increased","Decreased",-10.034,0.244
"1028",2020-01-10,0.21259,9178.86,0.00118000000000001,-95.0699999999997,"Decreased","Increased",0.558,-1.025
"1029",2020-01-09,0.20372,9203.43,-0.00886999999999999,24.5699999999997,"Increased","Decreased",-4.172,0.268
"1030",2020-01-08,0.20756,9129.24,0.00383999999999998,-74.1900000000005,"Decreased","Increased",1.885,-0.806
"1031",2020-01-07,0.21351,9068.58,0.00595000000000001,-60.6599999999999,"Decreased","Increased",2.867,-0.664
"1032",2020-01-06,0.22306,9071.46,0.00955,2.8799999999992,"Decreased","Decreased",4.473,0.032
"1033",2020-01-03,0.19321,9020.77,-0.02985,-50.6899999999987,"Increased","Increased",-13.382,-0.559
"1034",2020-01-02,0.18748,9092.19,-0.00572999999999999,71.4200000000001,"Increased","Decreased",-2.966,0.792
"1035",2019-12-31,0.19294,8972.6,0.00545999999999999,-119.59,"Decreased","Increased",2.912,-1.315
"1036",2019-12-30,0.19319,8945.99,0.00025,-26.6100000000006,"Decreased","Increased",0.13,-0.297
"1037",2019-12-27,0.18995,9006.62,-0.00323999999999999,60.630000000001,"Increased","Decreased",-1.677,0.678
"1038",2019-12-26,0.18924,9022.39,-0.000710000000000016,15.7699999999986,"Increased","Decreased",-0.374,0.175
"1039",2019-12-24,0.19078,8952.88,0.00154000000000001,-69.5100000000002,"Decreased","Increased",0.814,-0.77
"1040",2019-12-23,0.18978,8945.65,-0.001,-7.22999999999956,"Increased","Increased",-0.524,-0.081
"1041",2019-12-20,0.19512,8924.96,0.00533999999999998,-20.6900000000005,"Decreased","Increased",2.814,-0.231
"1042",2019-12-19,0.18786,8887.22,-0.00725999999999999,-37.7399999999998,"Increased","Increased",-3.721,-0.423
"1043",2019-12-18,0.19574,8827.73,0.00788,-59.4899999999998,"Decreased","Increased",4.195,-0.669
"1044",2019-12-17,0.18301,8823.36,-0.01273,-4.36999999999898,"Increased","Increased",-6.504,-0.05
"1045",2019-12-16,0.20564,8814.23,0.02263,-9.13000000000102,"Decreased","Increased",12.365,-0.103
"1046",2019-12-13,0.22057,8734.88,0.01493,-79.3500000000004,"Decreased","Increased",7.26,-0.9
"1047",2019-12-12,0.21851,8717.32,-0.00205999999999998,-17.5599999999995,"Increased","Increased",-0.934,-0.201
"1048",2019-12-11,0.22095,8654.05,0.00244,-63.2700000000004,"Decreased","Increased",1.117,-0.726
"1049",2019-12-10,0.22261,8616.18,0.00165999999999999,-37.869999999999,"Decreased","Increased",0.751,-0.438
"1050",2019-12-09,0.22451,8621.83,0.00189999999999999,5.64999999999964,"Decreased","Decreased",0.854,0.066
"1051",2019-12-06,0.22555,8656.53,0.00104000000000001,34.7000000000007,"Decreased","Decreased",0.463,0.402
"1052",2019-12-05,0.22115,8570.7,-0.00439999999999999,-85.8299999999999,"Increased","Increased",-1.951,-0.992
"1053",2019-12-04,0.21409,8566.67,-0.00706000000000001,-4.03000000000065,"Increased","Increased",-3.192,-0.047
"1054",2019-12-03,0.21946,8520.64,0.00536999999999999,-46.0300000000007,"Decreased","Increased",2.508,-0.537
"1055",2019-12-02,0.21915,8567.99,-0.000309999999999977,47.3500000000004,"Increased","Decreased",-0.141,0.556
"1056",2019-11-29,0.23004,8665.47,0.01089,97.4799999999996,"Decreased","Decreased",4.969,1.138
"1057",2019-11-27,0.22404,8705.18,-0.00600000000000001,39.7100000000009,"Increased","Decreased",-2.608,0.458
"1058",2019-11-26,0.22072,8647.93,-0.00331999999999999,-57.25,"Increased","Increased",-1.482,-0.658
"1059",2019-11-25,0.21785,8632.49,-0.00287000000000001,-15.4400000000005,"Increased","Increased",-1.3,-0.179
"1060",2019-11-22,0.2302,8519.88,0.01235,-112.610000000001,"Decreased","Increased",5.669,-1.304
"1061",2019-11-21,0.24337,8506.21,0.01317,-13.6700000000001,"Decreased","Increased",5.721,-0.16
"1062",2019-11-20,0.25025,8526.73,0.00687999999999997,20.5200000000004,"Decreased","Decreased",2.827,0.241
"1063",2019-11-19,0.25386,8570.66,0.00361,43.9300000000003,"Decreased","Decreased",1.443,0.515
"1064",2019-11-18,0.25199,8549.94,-0.00186999999999998,-20.7199999999993,"Increased","Increased",-0.737,-0.242
"1065",2019-11-15,0.26063,8540.83,0.00863999999999998,-9.11000000000058,"Decreased","Increased",3.429,-0.107
"1066",2019-11-14,0.26823,8479.02,0.00760000000000005,-61.8099999999995,"Decreased","Increased",2.916,-0.724
"1067",2019-11-13,0.27215,8482.1,0.00391999999999998,3.07999999999993,"Decreased","Decreased",1.461,0.036
"1068",2019-11-12,0.27212,8486.09,-3.000000000003e-05,3.98999999999978,"Increased","Decreased",-0.011,0.047
"1069",2019-11-11,0.27429,8464.28,0.00217000000000001,-21.8099999999995,"Decreased","Increased",0.797,-0.257
"1070",2019-11-08,0.27553,8475.31,0.00124000000000002,11.0299999999988,"Decreased","Decreased",0.452,0.13
"1071",2019-11-07,0.29056,8434.52,0.01503,-40.7899999999991,"Decreased","Increased",5.455,-0.481
"1072",2019-11-06,0.31018,8410.63,0.01962,-23.8900000000012,"Decreased","Increased",6.752,-0.283
"1073",2019-11-05,0.30058,8434.68,-0.0096,24.0500000000011,"Increased","Decreased",-3.095,0.286
"1074",2019-11-04,0.29879,8433.2,-0.00179000000000001,-1.47999999999956,"Increased","Increased",-0.596,-0.018
"1075",2019-11-01,0.29137,8386.4,-0.00741999999999998,-46.8000000000011,"Increased","Increased",-2.483,-0.555
"1076",2019-10-31,0.29448,8292.36,0.00311,-94.0399999999991,"Decreased","Increased",1.067,-1.121
"1077",2019-10-30,0.29463,8303.98,0.000149999999999983,11.619999999999,"Decreased","Decreased",0.051,0.14
"1078",2019-10-29,0.30187,8276.85,0.00724000000000002,-27.1299999999992,"Decreased","Increased",2.457,-0.327
"1079",2019-10-28,0.29447,8325.99,-0.00740000000000002,49.1399999999994,"Increased","Decreased",-2.451,0.594
"1080",2019-10-25,0.29835,8243.12,0.00387999999999999,-82.869999999999,"Decreased","Increased",1.318,-0.995
"1081",2019-10-24,0.27602,8185.8,-0.02233,-57.3200000000006,"Increased","Increased",-7.484,-0.695
"1082",2019-10-23,0.27324,8119.79,-0.00278,-66.0100000000002,"Increased","Increased",-1.007,-0.806
"1083",2019-10-22,0.29053,8104.3,0.01729,-15.4899999999998,"Decreased","Increased",6.328,-0.191
"1084",2019-10-21,0.29207,8162.99,0.00153999999999999,58.6899999999996,"Decreased","Decreased",0.53,0.724
"1085",2019-10-18,0.29393,8089.54,0.00186000000000003,-73.4499999999998,"Decreased","Increased",0.637,-0.9
"1086",2019-10-17,0.30173,8156.85,0.00779999999999997,67.3100000000004,"Decreased","Decreased",2.654,0.832
"1087",2019-10-16,0.28342,8124.18,-0.01831,-32.6700000000001,"Increased","Increased",-6.068,-0.401
"1088",2019-10-15,0.28839,8148.71,0.00496999999999997,24.5299999999997,"Decreased","Decreased",1.754,0.302
"1089",2019-10-14,0.29725,8048.65,0.00886000000000003,-100.06,"Decreased","Increased",3.072,-1.228
"1090",2019-10-11,0.26741,8057.04,-0.02984,8.39000000000033,"Increased","Decreased",-10.039,0.104
"1091",2019-10-10,0.27033,7950.78,0.00292000000000003,-106.26,"Decreased","Increased",1.092,-1.319
"1092",2019-10-09,0.28095,7903.74,0.01062,-47.04,"Decreased","Increased",3.929,-0.592
"1093",2019-10-08,0.27753,7823.78,-0.00341999999999998,-79.96,"Increased","Increased",-1.217,-1.012
"1094",2019-10-07,0.2758,7956.29,-0.00173000000000001,132.51,"Increased","Decreased",-0.623,1.694
"1095",2019-10-04,0.25244,7982.47,-0.02336,26.1800000000003,"Increased","Decreased",-8.47,0.329
"1096",2019-10-03,0.24683,7872.26,-0.00561,-110.21,"Increased","Increased",-2.222,-1.381
"1097",2019-10-02,0.25279,7785.25,0.00596000000000002,-87.0100000000002,"Decreased","Increased",2.415,-1.105
"1098",2019-10-01,0.24805,7908.68,-0.00474000000000002,123.43,"Increased","Decreased",-1.875,1.585
"1099",2019-09-30,0.25643,7999.34,0.00838,90.6599999999999,"Decreased","Decreased",3.378,1.146
"1100",2019-09-27,0.24218,7939.63,-0.01425,-59.71,"Increased","Increased",-5.557,-0.746
"1101",2019-09-26,0.24217,8030.66,-1.000000000001e-05,91.0299999999997,"Increased","Decreased",-0.004,1.147
"1102",2019-09-25,0.24571,8077.38,0.00354000000000002,46.7200000000003,"Decreased","Decreased",1.462,0.582
"1103",2019-09-24,0.23336,7993.63,-0.01235,-83.75,"Increased","Increased",-5.026,-1.037
"1104",2019-09-23,0.26751,8112.46,0.03415,118.83,"Decreased","Decreased",14.634,1.487
"1105",2019-09-20,0.29373,8117.67,0.02622,5.21000000000004,"Decreased","Decreased",9.802,0.064
"1106",2019-09-19,0.30065,8182.88,0.00691999999999998,65.21,"Decreased","Decreased",2.356,0.803
"1107",2019-09-18,0.31348,8177.39,0.01283,-5.48999999999978,"Decreased","Increased",4.267,-0.067
"1108",2019-09-17,0.28525,8186.02,-0.02823,8.63000000000011,"Increased","Decreased",-9.005,0.106
"1109",2019-09-16,0.26103,8153.54,-0.02422,-32.4800000000005,"Increased","Increased",-8.491,-0.397
"1110",2019-09-13,0.25527,8176.71,-0.00575999999999999,23.1700000000001,"Increased","Decreased",-2.207,0.284
"1111",2019-09-12,0.25406,8194.47,-0.00120999999999999,17.7599999999993,"Increased","Decreased",-0.474,0.217
"1112",2019-09-11,0.25517,8169.68,0.00111,-24.7899999999991,"Decreased","Increased",0.437,-0.303
"1113",2019-09-10,0.25867,8084.16,0.0035,-85.5200000000004,"Decreased","Increased",1.372,-1.047
"1114",2019-09-09,0.25865,8087.44,-2.000000000002e-05,3.27999999999975,"Increased","Decreased",-0.008,0.041
"1115",2019-09-06,0.25139,8103.07,-0.00725999999999999,15.6300000000001,"Increased","Decreased",-2.807,0.193
"1116",2019-09-05,0.25618,8116.83,0.00479000000000002,13.7600000000002,"Decreased","Decreased",1.905,0.17
"1117",2019-09-04,0.25845,7976.88,0.00226999999999999,-139.95,"Decreased","Increased",0.886,-1.724
"1118",2019-09-03,0.26253,7874.16,0.00407999999999997,-102.72,"Decreased","Increased",1.579,-1.288
"1119",2019-08-30,0.25551,7962.88,-0.00701999999999997,88.7200000000003,"Increased","Decreased",-2.674,1.127
"1120",2019-08-29,0.25685,7973.39,0.00134000000000001,10.5100000000002,"Decreased","Decreased",0.524,0.132
"1121",2019-08-28,0.25636,7856.88,-0.000490000000000046,-116.51,"Increased","Increased",-0.191,-1.461
"1122",2019-08-27,0.26952,7826.95,0.01316,-29.9300000000003,"Decreased","Increased",5.133,-0.381
"1123",2019-08-26,0.27038,7853.74,0.000860000000000027,26.79,"Decreased","Decreased",0.319,0.342
"1124",2019-08-23,0.27669,7751.77,0.00630999999999998,-101.969999999999,"Decreased","Increased",2.334,-1.298
"1125",2019-08-22,0.27053,7991.39,-0.00616,239.62,"Increased","Decreased",-2.226,3.091
"1126",2019-08-21,0.26592,8020.21,-0.00461,28.8199999999997,"Increased","Decreased",-1.704,0.361
"1127",2019-08-20,0.27423,7948.56,0.00830999999999998,-71.6499999999996,"Decreased","Increased",3.125,-0.893
"1128",2019-08-19,0.28184,8002.81,0.00761000000000001,54.25,"Decreased","Decreased",2.775,0.683
"1129",2019-08-16,0.26061,7895.99,-0.02123,-106.820000000001,"Increased","Increased",-7.533,-1.335
"1130",2019-08-15,0.2641,7766.62,0.00348999999999999,-129.37,"Decreased","Increased",1.339,-1.638
"1131",2019-08-14,0.26313,7773.94,-0.000970000000000026,7.31999999999971,"Increased","Decreased",-0.367,0.094
"1132",2019-08-13,0.2979,8016.36,0.03477,242.42,"Decreased","Decreased",13.214,3.118
"1133",2019-08-12,0.30067,7863.41,0.00276999999999999,-152.95,"Decreased","Increased",0.93,-1.908
"1134",2019-08-09,0.29651,7959.14,-0.00416,95.7300000000005,"Increased","Decreased",-1.384,1.217
"1135",2019-08-08,0.30838,8039.16,0.01187,80.0199999999995,"Decreased","Decreased",4.003,1.005
"1136",2019-08-07,0.31104,7862.83,0.00266,-176.33,"Decreased","Increased",0.863,-2.193
"1137",2019-08-06,0.31193,7833.27,0.000890000000000002,-29.5599999999995,"Decreased","Increased",0.286,-0.376
"1138",2019-08-05,0.32211,7726.04,0.01018,-107.23,"Decreased","Increased",3.264,-1.369
"1139",2019-08-02,0.31163,8004.07,-0.01048,278.03,"Increased","Decreased",-3.254,3.599
"1140",2019-08-01,0.31565,8111.12,0.00401999999999997,107.05,"Decreased","Decreased",1.29,1.337
"1141",2019-07-31,0.31966,8175.42,0.00401000000000001,64.3000000000002,"Decreased","Decreased",1.27,0.793
"1142",2019-07-30,0.31819,8273.61,-0.00147000000000003,98.1900000000005,"Increased","Decreased",-0.46,1.201
"1143",2019-07-29,0.31016,8293.33,-0.00802999999999998,19.7199999999993,"Increased","Decreased",-2.524,0.238
"1144",2019-07-26,0.32336,8330.21,0.0132,36.8799999999992,"Decreased","Decreased",4.256,0.445
"1145",2019-07-25,0.31333,8238.54,-0.01003,-91.6699999999983,"Increased","Increased",-3.102,-1.1
"1146",2019-07-24,0.31545,8321.5,0.00212000000000001,82.9599999999991,"Decreased","Decreased",0.677,1.007
"1147",2019-07-23,0.30886,8251.4,-0.00658999999999998,-70.1000000000004,"Increased","Increased",-2.089,-0.842
"1148",2019-07-22,0.32126,8204.14,0.0124,-47.2600000000002,"Decreased","Increased",4.015,-0.573
"1149",2019-07-19,0.31866,8146.49,-0.00259999999999999,-57.6499999999996,"Increased","Increased",-0.809,-0.703
"1150",2019-07-18,0.32028,8207.24,0.00162000000000001,60.75,"Decreased","Decreased",0.508,0.746
"1151",2019-07-17,0.31013,8185.21,-0.01015,-22.0299999999997,"Increased","Increased",-3.169,-0.268
"1152",2019-07-16,0.29532,8222.8,-0.01481,37.5899999999992,"Increased","Decreased",-4.775,0.459
"1153",2019-07-15,0.3129,8258.19,0.01758,35.3900000000012,"Decreased","Decreased",5.953,0.43
"1154",2019-07-12,0.34351,8244.14,0.03061,-14.0500000000011,"Decreased","Increased",9.783,-0.17
"1155",2019-07-11,0.3289,8196.04,-0.01461,-48.0999999999985,"Increased","Increased",-4.253,-0.583
"1156",2019-07-10,0.36144,8202.53,0.03254,6.48999999999978,"Decreased","Decreased",9.894,0.079
"1157",2019-07-09,0.39327,8141.73,0.03183,-60.8000000000011,"Decreased","Increased",8.806,-0.741
"1158",2019-07-08,0.40104,8098.38,0.00777,-43.3499999999995,"Decreased","Increased",1.976,-0.532
"1159",2019-07-05,0.37891,8161.79,-0.02213,63.4099999999999,"Increased","Decreased",-5.518,0.783
"1160",2019-07-03,0.40425,8170.23,0.02534,8.4399999999996,"Decreased","Decreased",6.688,0.103
"1161",2019-07-02,0.39829,8109.09,-0.00596000000000002,-61.1399999999994,"Increased","Increased",-1.474,-0.748
"1162",2019-07-01,0.40692,8091.16,0.00863000000000003,-17.9300000000003,"Decreased","Increased",2.167,-0.221
"1163",2019-06-28,0.4263,8006.24,0.01938,-84.9200000000001,"Decreased","Increased",4.763,-1.05
"1164",2019-06-27,0.40976,7967.76,-0.01654,-38.4799999999996,"Increased","Increased",-3.88,-0.481
"1165",2019-06-26,0.46739,7909.97,0.05763,-57.79,"Decreased","Increased",14.064,-0.725
"1166",2019-06-25,0.46812,7884.72,0.000729999999999953,-25.25,"Decreased","Increased",0.156,-0.319
"1167",2019-06-24,0.47394,8005.7,0.00581999999999999,120.98,"Decreased","Decreased",1.243,1.534
"1168",2019-06-21,0.44316,8031.71,-0.03078,26.0100000000002,"Increased","Decreased",-6.494,0.325
"1169",2019-06-20,0.42986,8051.34,-0.0133,19.6300000000001,"Increased","Decreased",-3.001,0.244
"1170",2019-06-19,0.43418,7987.32,0.00431999999999999,-64.0200000000004,"Decreased","Increased",1.005,-0.795
"1171",2019-06-18,0.4272,7953.88,-0.00697999999999999,-33.4399999999996,"Increased","Increased",-1.608,-0.419
"1172",2019-06-17,0.44728,7845.02,0.02008,-108.86,"Decreased","Increased",4.7,-1.369
"1173",2019-06-14,0.40204,7796.66,-0.04524,-48.3600000000006,"Increased","Increased",-10.114,-0.616
"1174",2019-06-13,0.39882,7837.13,-0.00322,40.4700000000003,"Increased","Decreased",-0.801,0.519
